label,Quotes,clean_quote,final_clean,char_count,word_count,word_density,punctuation_count,title_word_count,upper_case_word_count
WARREN,"[' I have the biggest anti-corruption plan since Watergate. It involves ending lobbying as we know it, blocking the revolving door between industry and Washington, making everyone who runs for federal office put their tax returns online. We have to have the courage, not to make just individual changes, not to fight for little pieces. We want to make real progress on climate, then we have to start by attacking the corruption that gives the oil industry and other fossil fuel industries a stranglehold over this country.']",biggest anticorruption plan since watergate involves ending lobbying know blocking revolving door industry washington making everyone runs federal office put tax returns online courage make individual changes fight little pieces want make real progress climate start attacking corruption gives oil industry fossil fuel industries stranglehold country,biggest anticorruption plan since watergate involves ending lobbying know blocking revolving door industry washington making everyone run federal office put tax return online courage make individual change fight little piece want make real progress climate start attacking corruption give oil industry fossil fuel industry stranglehold country,5,5,12,6,2,1
HARRIS,"[' I am. And I will tell you, as a former prosecutor, I do think of this as being a matter of justice and accountability, because they are nothing more than some high-level dope dealers. They have been engaged…']",tell former prosecutor think matter justice accountability nothing highlevel dope dealers engaged,tell former prosecutor think matter justice accountability nothing highlevel dope dealer engaged,1,1,7,4,2,3
HARRIS,"[' So, six months’ paid family leave is meant to and is designed to adjust to the reality of women’s lives today. The reality also is that women are not paid equal for equal work in America. We passed the Equal Pay Act in 1963 but fast forward to the year of our Lord 2019, and women are paid 80 cents on the dollar, Black women 61 cents, Native American women, 58 cents, Latinas 53 cents.']",six months paid family leave meant designed adjust reality womens lives today reality also women paid equal equal work passed equal pay act 1963 fast forward year lord 2019 women paid 80 cents dollar black women 61 cents native women 58 cents latinas 53 cents,six month paid family leave meant designed adjust reality woman life today reality also woman paid equal equal work passed equal pay act 1963 fast forward year lord 2019 woman paid 80 cent dollar black woman 61 cent native woman 58 cent latinas 53 cent,3,4,5,5,5,0
HARRIS,"[' Well, first of all, we have a criminal living in the White House. And there is no question that in 2020 the biggest issue before us, until we get to that tender moment, is justice is on the ballot. And what we saw today is Ambassador Sondland by his own words told us that everyone was in the loop. That means it is a criminal enterprise engaged in by the president, from what we heard today, the vice president, the secretary of state, and the chief of staff. And so this not only points to the corrupt nature of this administration and the need for these impeachment proceedings to go forward, but it also points to another issue. And back to the question that you asked earlier, which is, what does this mean for the American people? ‘Cause what it means, when I watch this, is that there are clearly two different set of rules for two different groups of people in America', ' The powerful people who with their arrogance think they can get away with this and then everybody else.']",well first criminal living white house question 2020 biggest issue us get tender moment justice ballot saw today ambassador sondland words told us everyone loop means criminal enterprise engaged president heard today vice president secretary state chief staff points corrupt nature administration need impeachment proceedings go forward also points another issue back question asked earlier mean ‘cause means watch clearly two different set rules two different groups  powerful arrogance think get away everybody else,well first criminal living white house question 2020 biggest issue u get tender moment justice ballot saw today ambassador sondland word told u everyone loop mean criminal enterprise engaged president heard today vice president secretary state chief staff point corrupt nature administration need impeachment proceeding go forward also point another issue back question asked earlier mean ‘cause mean watch clearly two different set rule two different group powerful arrogance think get away everybody else,12,13,8,12,7,1
WARREN,"[' Look, I’m not willing to give up and let a handful of monopolists dominate our economy and our democracy. It’s time to fight back. Think about it this way. When you talk about how it works in competition, about 8%, 9% of all retail sales happen at bricks and sticks stores, happen at Walmart. About 49% of all sales online happen in one place', ' That’s Amazon. It collects information from every little business, and then Amazon does something else. It runs the platform, gets all the information, and then goes into competition with those little businesses. Look, you get to be the umpire in the baseball game, or you get to have a team, but you don’t get to do both at the same time. We need to enforce our antitrust laws, break up these giant companies that are dominating big tech, big pharma, big oil, all of them.']",look im willing give let handful monopolists dominate economy democracy time fight back think way talk works competition 8 9 retail sales happen bricks sticks stores happen walmart 49 sales online happen one place  thats amazon collects information every little business amazon something else runs platform gets information goes competition little businesses look get umpire baseball game get team dont get time need enforce antitrust laws break giant companies dominating big tech big pharma big oil,look im willing give let handful monopolist dominate economy democracy time fight back think way talk work competition 8 9 retail sale happen brick stick store happen walmart 49 sale online happen one place thats amazon collect information every little business amazon something else run platform get information go competition little business look get umpire baseball game get team dont get time need enforce antitrust law break giant company dominating big tech big pharma big oil,10,10,8,15,5,0
WARREN,"[' So the way I see this, it is about what kinds of costs middle class families are going to face. So let me be clear on this, costs will go up for the wealthy, they will go up for big corporations, and for middle class families they will go down, I will not sign a bill into law that does not lower costs for middle class families.']",way see kinds costs middle class families going face let clear costs go wealthy go big corporations middle class families go sign bill law lower costs middle class families,way see kind cost middle class family going face let clear cost go wealthy go big corporation middle class family go sign bill law lower cost middle class family,2,3,4,4,1,2
WARREN,"[' Sure. So let me just tell you what we can do with that 2 cent wealth tax. Two cents on the top one tenth of 1% in this country and we can provide universal child care for every baby in this country age zero to five. That is transformative. We can provide universal pre-K for every three-year-old and four-year-old in America. We can stop exploiting the women, largely black and brown women, who do this work. And we can raise the wages of every child care worker and pre-school teacher in America. We can put 800 billion new federal dollars into all of our public schools. We can make college tuition free for every kid. We can put $50 billion into historically black colleges and universities and we can cancel student loan debt for 95% of the folks who’ve got it. Two cent wealth tax and we can invest in an entire generation’s future.']",sure let tell 2 cent wealth tax two cents top one tenth 1 country provide universal child care every baby country age zero five transformative provide universal prek every threeyearold fouryearold stop exploiting women largely black brown women work raise wages every child care worker preschool teacher put 800 billion new federal dollars public schools make college tuition free every kid put 50 billion historically black colleges universities cancel student loan debt 95 folks whove got two cent wealth tax invest entire generations future,sure let tell 2 cent wealth tax two cent top one tenth 1 country provide universal child care every baby country age zero five transformative provide universal prek every threeyearold fouryearold stop exploiting woman largely black brown woman work raise wage every child care worker preschool teacher put 800 billion new federal dollar public school make college tuition free every kid put 50 billion historically black college university cancel student loan debt 95 folk whove got two cent wealth tax invest entire generation future,10,10,8,12,6,0
HARRIS,"[' And yes, we can, because I’ll tell you something. The way that I think about this is, I’ve seen more autopsy photographs than I care to tell you. I have attended more police officer funerals than I care to tell you. I have hugged more mothers of homicide victims than I care to tell you. And the idea that we would wait for this Congress, which has just done nothing to act, it is overlooking the fact that every day in America, our babies are going to school to have drills, elementary, middle and high school students, where they are learning about how they have to hide in a closet or crouch in a corner if there is a mass shooter roaming the hallways of their school. I was talking about this at one of my town halls and this child, it was eight years old, probably, came up to me, it was like it was a secret between the two of us, and he tugged on my jacket and he said, “I had to have one of those drills.” It is traumatizing our children. El Paso and Beto, God love you for standing so courageously in the midst of that tragedy. You know, people asked me in El Paso, they said… ‘Cause I have a long standing record on this issue, they said, “Well, do you think Trump is responsible for what happened?” And I said, “Well, look, I mean, obviously, he didn’t pull the trigger, but he’s certainly been tweeting out the ammunition.”']",yes ill tell something way think ive seen autopsy photographs care tell attended police officer funerals care tell hugged mothers homicide victims care tell idea would wait congress done nothing act overlooking fact every day babies going school drills elementary middle high school students learning hide closet crouch corner mass shooter roaming hallways school talking one town halls child eight years old probably came like secret two us tugged jacket said “i one drills” traumatizing children el paso beto god love standing courageously midst tragedy know asked el paso said ‘cause long standing record issue said “well think trump responsible happened” said “well look mean obviously didnt pull trigger hes certainly tweeting ammunition”,yes ill tell something way think ive seen autopsy photograph care tell attended police officer funeral care tell hugged mother homicide victim care tell idea would wait congress done nothing act overlooking fact every day baby going school drill elementary middle high school student learning hide closet crouch corner mass shooter roaming hallway school talking one town hall child eight year old probably came like secret two u tugged jacket said “i one drills” traumatizing child el paso beto god love standing courageously midst tragedy know asked el paso said ‘cause long standing record issue said “well think trump responsible happened” said “well look mean obviously didnt pull trigger he certainly tweeting ammunition”,18,19,6,19,14,14
BUTTIGIEG,"[' The problem, Bernie Sanders, with that damn bill that you wrote and that Elizabeth Warren backs is that it doesn’t trust the American people. I trust you to choose what makes the most sense for you, not my way or the highway. Now, look, I think we do have to go far beyond tinkering with the Anderson CooperA. I propose Medicare for all who want it. We take a version of Medicare, we make it available for the American people, and if we’re right as progressives that that public alternative is better, then the American people will figure that out for themselves. I trust the American people to make the right choice for them. Why don’t you?']",problem bernie sanders damn bill wrote elizabeth warren backs doesnt trust trust choose makes sense way highway look think go far beyond tinkering anderson coopera propose medicare want take version medicare make available right progressives public alternative better figure trust make right choice dont,problem bernie sander damn bill wrote elizabeth warren back doesnt trust trust choose make sense way highway look think go far beyond tinkering anderson coopera propose medicare want take version medicare make available right progressive public alternative better figure trust make right choice dont,7,7,8,8,9,5
BUTTIGIEG,"[' Well, respectfully, Congresswoman, I think that is dead wrong. The slaughter going on in Syria is not a consequence of American presence, it’s a consequence of a withdrawal and a betrayal by this president of American allies and American values. Look, I didn’t think we should have gone to Iraq in the first place. I think we need to get out of Afghanistan. But it’s also the case that a small number of specialized Special Operations forces and intelligence capabilities were the only thing that stood between that part of Syria and what we’re seeing now, which is the beginning of a genocide and the resurgence of ISIS. Meanwhile, soldiers in the field are reporting that for the first time, they feel ashamed, ashamed of what their country has done. We saw the spectacle, the horrifying sight of a woman with the lifeless body of her child in her arms asking what the hell happened to American leadership. And when I was deployed, I knew one of the things keeping me safe was the fact that the flag on my shoulder represented a country known to keep its word. And our allies knew it and our enemies knew it.']",well respectfully congresswoman think dead wrong slaughter going syria consequence presence consequence withdrawal betrayal president allies values look didnt think gone iraq first place think need get afghanistan also case small number specialized special operations forces intelligence capabilities thing stood part syria seeing beginning genocide resurgence isis meanwhile soldiers field reporting first time feel ashamed ashamed country done saw spectacle horrifying sight woman lifeless body child arms asking hell happened leadership deployed knew one things keeping safe fact flag shoulder represented country known keep word allies knew enemies knew,well respectfully congresswoman think dead wrong slaughter going syria consequence presence consequence withdrawal betrayal president ally value look didnt think gone iraq first place think need get afghanistan also case small number specialized special operation force intelligence capability thing stood part syria seeing beginning genocide resurgence isi meanwhile soldier field reporting first time feel ashamed ashamed country done saw spectacle horrifying sight woman lifeless body child arm asking hell happened leadership deployed knew one thing keeping safe fact flag shoulder represented country known keep word ally knew enemy knew,14,14,9,11,12,7
BOOKER,"[' So I’m hearing a lot of conversations on the stage that… And the way we talk about communities of color. Look, I live in a black and brown community below the poverty line. I’ve lived in public housing projects, almost for a decade, and saw the anguish of parents who are just so deeply frustrated that they don’t have a school that serves your genius. I think I’m the only person on the stage, even though I had no formal authority as mayor to run a school system, I stepped up and took responsibility for our schools, and we produced results. A lot of folks here talking about raising teacher salary, we actually did it in Newark, New Jersey and we didn’t stop there. We closed poor performing charter schools, but dagnabbit, we expanded high-performing charter schools. We were a city that said we need to find local solutions that work for our community, the results speak for themselves, we’re now the number one city in America for beat the odds schools, from high poverty to high performance.']",im hearing lot conversations stage way talk communities color look live black brown community poverty line ive lived public housing projects almost decade saw anguish parents deeply frustrated dont school serves genius think im person stage even though formal authority mayor run school system stepped took responsibility schools produced results lot folks talking raising teacher salary actually newark new jersey didnt stop closed poor performing charter schools dagnabbit expanded highperforming charter schools city said need find local solutions work community results speak number one city beat odds schools high poverty high performance,im hearing lot conversation stage way talk community color look live black brown community poverty line ive lived public housing project almost decade saw anguish parent deeply frustrated dont school serf genius think im person stage even though formal authority mayor run school system stepped took responsibility school produced result lot folk talking raising teacher salary actually newark new jersey didnt stop closed poor performing charter school dagnabbit expanded highperforming charter school city said need find local solution work community result speak number one city beat odds school high poverty high performance,13,12,9,11,6,6
SANDERS,"[' What I am talking about, and others up here are talking about is no deductibles and no co-payments. And Jake Tapper, your question is a Republican talking point. At the end of the day, and by the way…']",talking others talking deductibles copayments jake tapper question republican talking point end day way,talking others talking deductible copayments jake tapper question republican talking point end day way,1,1,6,4,3,1
GABBARD,"[' Transitioning our country off of fossil fuels and ending the nearly $30 billion in subsidies that we as taxpayers are currently giving to the fossil fuel industry instead of investing in a green renewable energy economy that leads us into the 21st century with good paying jobs, a sustainable economy, investing in infrastructure and transitioning our agriculture that is a great contributor to the environmental threats we face towards an agriculture system that focuses on local and regional production of food, healthy food that will actually feed the health and wellbeing of our people, leading as a leader in the world to make the global change necessary to address these threats.']",transitioning country fossil fuels ending nearly 30 billion subsidies taxpayers currently giving fossil fuel industry instead investing green renewable energy economy leads us 21st century good paying jobs sustainable economy investing infrastructure transitioning agriculture great contributor environmental threats face towards agriculture system focuses local regional production food healthy food actually feed health wellbeing leading leader world make global change necessary address threats,transitioning country fossil fuel ending nearly 30 billion subsidy taxpayer currently giving fossil fuel industry instead investing green renewable energy economy lead u 21st century good paying job sustainable economy investing infrastructure transitioning agriculture great contributor environmental threat face towards agriculture system focus local regional production food healthy food actually feed health wellbeing leading leader world make global change necessary address threat,8,7,13,4,0,0
OROURKE,"[' We are as divided and polarized as a country as we have ever been, and right now we have a President who uses fear to try to drive us further apart. To meet this challenge we have to have hope in one another and a faith in a future of this country that includes everyone. My whole life, I’ve been including people in the success of this country. Starting a small business with high value, high wage, high skilled jobs in the third poorest urban county in America. Serving on the city council and holding town hall meetings every single week to remind myself who it is that I serve at the end of the day. And in Congress being in the minority, but working with Democrats and Republicans alike to deliver for my constituents and this country. And then in Texas, this last year. Traveling to every county. Not writing anybody off, not taking anyone for granted. And at the end of the day, winning more votes than any Democrat had in the history of the State. Winning independence for the first time in decades, and winning nearly half a million Republicans. And those 38 electoral college votes in Texas are now in play, and I can win them. That is how we defeat Donald Trump in November of 2020 and how we bring this divided country together again in January of 2021. Thank you.']",divided polarized country ever right president uses fear try drive us apart meet challenge hope one another faith future country includes everyone whole life ive including success country starting small business high value high wage high skilled jobs third poorest urban county serving city council holding town hall meetings every single week remind serve end day congress minority working democrats republicans alike deliver constituents country texas last year traveling every county writing anybody taking anyone granted end day winning votes democrat history state winning independence first time decades winning nearly half million republicans 38 electoral college votes texas play win defeat donald trump november 2020 bring divided country together january 2021 thank,divided polarized country ever right president us fear try drive u apart meet challenge hope one another faith future country includes everyone whole life ive including success country starting small business high value high wage high skilled job third poorest urban county serving city council holding town hall meeting every single week remind serve end day congress minority working democrat republican alike deliver constituent country texas last year traveling every county writing anybody taking anyone granted end day winning vote democrat history state winning independence first time decade winning nearly half million republican 38 electoral college vote texas play win defeat donald trump november 2020 bring divided country together january 2021 thank,17,17,8,13,15,2
SANDERS,"[' To the original point. The American people understand that the political system we have today is corrupt. And it is not just voter suppression which cost the Democratic Party a governorship here in this state, not just denying Black people or people of color the right to vote, but we also have a system, through Citizens United, which allows billionaires to buy elections. So, what we need to do, simple and straightforward, in every state in this country, through the federal government, if you are 18, you have a right to vote, end of discussion. We have to overturn Citizens United, we need to move towards public funding of elections.']",original point understand political system today corrupt voter suppression cost democratic party governorship state denying black color right vote also system citizens allows billionaires buy elections need simple straightforward every state country federal government 18 right vote end discussion overturn citizens need move towards public funding elections,original point understand political system today corrupt voter suppression cost democratic party governorship state denying black color right vote also system citizen allows billionaire buy election need simple straightforward every state country federal government 18 right vote end discussion overturn citizen need move towards public funding election,7,7,11,9,6,0
BUTTIGIEG,"[' If it’s true, that if we embrace a far left agenda, they’re gonna say, we’re a bunch of crazy socialists. If we embrace a conservative agenda, you know what they’re gonna do? They’re gonna say, we’re a bunch of crazy socialists. So, let’s just stand up for the right policy, go out there, and defend it.']",true embrace far left agenda theyre gonna say bunch crazy socialists embrace conservative agenda know theyre gonna theyre gonna say bunch crazy socialists lets stand right policy go defend,true embrace far left agenda theyre gonna say bunch crazy socialist embrace conservative agenda know theyre gonna theyre gonna say bunch crazy socialist let stand right policy go defend,2,2,7,7,1,0
BIDEN,"[' Secondly, I… You know, I’m part of that Obama coalition. I come out of the Black community in terms of my support. If you notice, I have more people supporting me in the Black community that have announced for me because they know me, they know who I am. Three former chairs of the Black caucus, the only African-American woman that ever been elected to the United States Senate, a whole range of people. My point is…']",secondly know im part obama coalition come black community terms support notice supporting black community announced know know three former chairs black caucus africanamerican woman ever elected states senate whole range point,secondly know im part obama coalition come black community term support notice supporting black community announced know know three former chair black caucus africanamerican woman ever elected state senate whole range point,4,4,7,6,8,5
BIDEN,"[' Secondly, we have to rebuild the middle-class, and the only way we’re going to do that is be able to reach across the aisle. My dad used to say, “A job’s about a lot more than a paycheck, Joey, it’s about your dignity.” We have to restore people’s dignity. And lastly, we have to unite the country, because, folks, it’s time we stopped walking around with our heads down. We are better positioned than any country in the world to own the 21st century. So for God’s sake, get up, get up, and remember, this is the United States of America, there’s nothing, nothing we’re unable to do when we decide we’re going to do it. Nothing at all. Period.']",secondly rebuild middleclass way going able reach across aisle dad used say “a jobs lot paycheck joey dignity” restore peoples dignity lastly unite country folks time stopped walking around heads better positioned country world 21st century gods sake get get remember states theres nothing nothing unable decide going nothing period,secondly rebuild middleclass way going able reach across aisle dad used say “a job lot paycheck joey dignity” restore people dignity lastly unite country folk time stopped walking around head better positioned country world 21st century god sake get get remember state there nothing nothing unable decide going nothing period,7,8,7,13,6,1
BIDEN,"[' Well, look, the next president of the United States is going to have to do two things', ' Defeat Donald Trump, that’s number one; and, number two, is going to have to… Be able to go into states like Georgia and North Carolina and other places and get a Senate majority. That’s what I’ll do. You have to ask yourself up here, who is most likely to be able to win the nomination in the first place, to win the presidency in the first place. And, secondly, who is most likely to increase the number of people who are Democrats in the House and in the Senate? And by the way, I learned something about these impeachment trials. I learned, number one, that Donald Trump doesn’t want me to be the nominee. That’s pretty clear. He held up aid to make sure that… While at the same time innocent people in the Donbass are getting killed by Russian soldiers. Secondly, I found out that Vladimir Putin doesn’t want me to be president. So I’ve learned a lot about these things early on from these hearings that are being held. But the bottom line is, I think we have to ask ourselves the honest question', ' Who is most likely to do what needs to be done, produce a Democratic majority in the United States Senate, maintain the House, and beat Trump?']",well look next president states going two things  defeat donald trump thats number one number two going able go states like georgia north carolina places get senate majority thats ill ask likely able win nomination first place win presidency first place secondly likely increase number democrats house senate way learned something impeachment trials learned number one donald trump doesnt want nominee thats pretty clear held aid make sure time innocent donbass getting killed russian soldiers secondly found vladimir putin doesnt want president ive learned lot things early hearings held bottom line think ask honest question  likely needs done produce democratic majority states senate maintain house beat trump,well look next president state going two thing defeat donald trump thats number one number two going able go state like georgia north carolina place get senate majority thats ill ask likely able win nomination first place win presidency first place secondly likely increase number democrat house senate way learned something impeachment trial learned number one donald trump doesnt want nominee thats pretty clear held aid make sure time innocent donbas getting killed russian soldier secondly found vladimir putin doesnt want president ive learned lot thing early hearing held bottom line think ask honest question likely need done produce democratic majority state senate maintain house beat trump,16,17,7,18,19,5
BUTTIGIEG,"[' I think you can buy into it. That’s the idea of Medicare for All Who Want it. Look, this is a distinction without a difference whether you’re paying the same money in the form of taxes or premiums. Look, in this country, if you have health coverage… If you don’t have health coverage you’re paying too much for care. And if you do have health coverage you’re paying too much for care.']",think buy thats idea medicare want look distinction without difference whether youre paying money form taxes premiums look country health coverage dont health coverage youre paying much care health coverage youre paying much care,think buy thats idea medicare want look distinction without difference whether youre paying money form tax premium look country health coverage dont health coverage youre paying much care health coverage youre paying much care,3,4,7,5,4,1
BIDEN,"[' So my point is… And one of the reasons I was picked to be Vice President was because of my relationship, longstanding relation with the Black community. I was part of that coalition.']",point one reasons picked vice president relationship longstanding relation black community part coalition,point one reason picked vice president relationship longstanding relation black community part coalition,0,0,7,2,3,2
SANDERS,"[' I am the son of an immigrant, a young man of 17 who came to this country without a nickel in his pocket. I have some sense of the immigrant experience. I will stand with the 11 million undocumented immigrants in this country. At the age of 21, as a member of a civil rights group at the University of Chicago, I was arrested, spent the night in jail. And I have been committed to the fight against all forms of discrimination, racial discrimination, sexism, homophobia, xenophobia and religious bigotry. I will lead an administration that will look like America, will end the divisiveness brought by Trump and bring us together.']",son immigrant young man 17 came country without nickel pocket sense immigrant experience stand 11 million undocumented immigrants country age 21 member civil rights group university chicago arrested spent night jail committed fight forms discrimination racial discrimination sexism homophobia xenophobia religious bigotry lead administration look like end divisiveness brought trump bring us together,son immigrant young man 17 came country without nickel pocket sense immigrant experience stand 11 million undocumented immigrant country age 21 member civil right group university chicago arrested spent night jail committed fight form discrimination racial discrimination sexism homophobia xenophobia religious bigotry lead administration look like end divisiveness brought trump bring u together,7,7,9,8,5,7
OROURKE,"[' It’s an honor to be on this debate stage. It is wonderful to be back in Texas, in Houston, back here at Tom SteyerU. On August 3rd in El Paso, Texas, two things became crystal clear for me, and I think produced a turning point for this country. The first is just how dangerous Donald Trump is, the cost and the consequence of his presidency. A racism and violence that had long been a part of America was welcomed out into the open and directed to my hometown of El Paso, Texas, where 22 people were killed, dozens more grievously injured by a man carrying a weapon he should never have been able to buy in the first place, inspired to kill by our President. The second is how insufficient our politics is to meet the threat that we have right now. The bitterness, the pettiness, the smallness of the moment, the incentives to attack one another and try to make differences without distinctions, mountains out of molehills. We have to be bigger, we have to see clearly, we have to speak honestly, and we have to act decisively. That’s what I want to do for you as President of the United States. Thank you.']",honor debate stage wonderful back texas houston back tom steyeru august 3rd el paso texas two things became crystal clear think produced turning point country first dangerous donald trump cost consequence presidency racism violence long part welcomed open directed hometown el paso texas 22 killed dozens grievously injured man carrying weapon never able buy first place inspired kill president second insufficient politics meet threat right bitterness pettiness smallness moment incentives attack one another try make differences without distinctions mountains molehills bigger see clearly speak honestly act decisively thats want president states thank,honor debate stage wonderful back texas houston back tom steyeru august 3rd el paso texas two thing became crystal clear think produced turning point country first dangerous donald trump cost consequence presidency racism violence long part welcomed open directed hometown el paso texas 22 killed dozen grievously injured man carrying weapon never able buy first place inspired kill president second insufficient politics meet threat right bitterness pettiness smallness moment incentive attack one another try make difference without distinction mountain molehill bigger see clearly speak honestly act decisively thats want president state thank,14,15,8,14,13,3
GABBARD,"[' Yes, I would. We have seen for far too long the kind of racial bigotry, divisiveness and attacks that are unfortunately taken the lives of our fellow Americans. Leadership starts at the top. It’s important that we set the record straight and correct the racial injustices that exists in a very institutional way in our country, beginning with things that have to do with our criminal justice system, where predominantly the failed war on drugs that has been continuing to be waged in this country has disproportionately impacted people of color and people in poverty. This is something that I’ll do as president and Commander-in-Chief, is to overhaul our criminal justice system, working in a bipartisan way to do things like end the failed war on drugs, end the money bail system, enact the kinds of prison reforms and sentencing reforms that we need to see that will correct the failures of the past.']",yes would seen far long kind racial bigotry divisiveness attacks unfortunately taken lives fellow americans leadership starts top important set record straight correct racial injustices exists institutional way country beginning things criminal justice system predominantly failed war drugs continuing waged country disproportionately impacted color poverty something ill president commanderinchief overhaul criminal justice system working bipartisan way things like end failed war drugs end money bail system enact kinds prison reforms sentencing reforms need see correct failures past,yes would seen far long kind racial bigotry divisiveness attack unfortunately taken life fellow american leadership start top important set record straight correct racial injustice exists institutional way country beginning thing criminal justice system predominantly failed war drug continuing waged country disproportionately impacted color poverty something ill president commanderinchief overhaul criminal justice system working bipartisan way thing like end failed war drug end money bail system enact kind prison reform sentencing reform need see correct failure past,11,10,11,8,2,1
SANDERS,"[' Let’s be clear, what this debate is about. Nobody can defend the dysfunctionality of the current system. What we are taking on is the fact that over the last 20 years, the drug companies and the insurance companies have spent $4.5 billion of your health insurance money on lobbying, and campaign contributions. That is why when I went to Canada the other day, people paid one-tenth the price in Canada for insulin that they’re paying in the United States.']",lets clear debate nobody defend dysfunctionality current system taking fact last 20 years drug companies insurance companies spent 45 billion health insurance money lobbying campaign contributions went canada day paid onetenth price canada insulin theyre paying states,let clear debate nobody defend dysfunctionality current system taking fact last 20 year drug company insurance company spent 45 billion health insurance money lobbying campaign contribution went canada day paid onetenth price canada insulin theyre paying state,4,4,10,6,3,1
BOOKER,"[' Strategies like investing in our children work. And I’ll tell you this, I am tired of us thinking about these problems isolated, disconnected from other issues. That’s why my friend Secretary Castro was 100% right. We are in the reality we are right now because, Vice President, of overtly racist policies, not 400 years ago, just in my lifetime. That were redlining communities, disinvesting in communities and more than just that, my kids are not only struggling with racial segregation and housing and the challenges of under-funded schools, but they’re also struggling with environmental injustice. If you’ve talked to someone who’s a parent of a child who’s had permanent brain damage because of lead, you’ll know this is a national problem, because there’s over 3,000 jurisdictions in America where children have more than twice the blood lead levels of Flint, Michigan.']",strategies like investing children work ill tell tired us thinking problems isolated disconnected issues thats friend secretary castro 100 right reality right vice president overtly racist policies 400 years ago lifetime redlining communities disinvesting communities kids struggling racial segregation housing challenges underfunded schools theyre also struggling environmental injustice youve talked someone whos parent child whos permanent brain damage lead youll know national problem theres 3000 jurisdictions children twice blood lead levels flint michigan,strategy like investing child work ill tell tired u thinking problem isolated disconnected issue thats friend secretary castro 100 right reality right vice president overtly racist policy 400 year ago lifetime redlining community disinvesting community kid struggling racial segregation housing challenge underfunded school theyre also struggling environmental injustice youve talked someone who parent child who permanent brain damage lead youll know national problem there 3000 jurisdiction child twice blood lead level flint michigan,11,9,14,11,6,1
BUTTIGIEG,"[' What we are doing, or what we were doing, in Syria was keeping our word. Part of what makes it possible for the United States to get people to put their lives on the line to back us up is the idea that we will back them up too. When I was deployed, not just the Afghan National Army forces, but the janitors put their lives on the line just by working with US forces. I would have a hard time today looking an Afghan civilian or soldier in the eye after what just happened over there. And it is undermining the honor of our soldiers. You take away the honor of our soldiers, you might as well go after their body armor next. This president has betrayed American values.']",syria keeping word part makes possible states get put lives line back us idea back deployed afghan national army forces janitors put lives line working us forces would hard time today looking afghan civilian soldier eye happened undermining honor soldiers take away honor soldiers might well go body armor next president betrayed values,syria keeping word part make possible state get put life line back u idea back deployed afghan national army force janitor put life line working u force would hard time today looking afghan civilian soldier eye happened undermining honor soldier take away honor soldier might well go body armor next president betrayed value,8,8,6,7,7,3
BUTTIGIEG,"[' I believe what’s deepened divisions in the country is the conduct of this President, and we have a chance to change all of that. Look, systemic racism preceded this president, and even when we defeat him, it will be with us, that’s why we need a systemic approach to dismantle it. It’s not enough to just take a racist policy, replace it with a neutral one, and expect things will just get better on their own. Harms compound, in the same way that a dollar saved compound, so does a dollar stolen. And we know that the generational theft of the descendants of slaves is part of why everything from housing to education to health to employment basically puts us in two different countries. I have proposed the most comprehensive vision to tackle systemic racism in every one of these areas, marshalling as many resources as went into the Marshall Plan that rebuilt Europe, but this time a Douglass Plan that we invest right here at home to make sure that we’re not only dealing with things like the over-incarceration of black Americans, but also black solutions, entrepreneurship, raising to 25% the target for the federal government to do business with minority-owned businesses, investing in HBCUs that are training and educating the next generation of entrepreneurs.']",believe whats deepened divisions country conduct president chance change look systemic racism preceded president even defeat us thats need systemic approach dismantle enough take racist policy replace neutral one expect things get better harms compound way dollar saved compound dollar stolen know generational theft descendants slaves part everything housing education health employment basically puts us two different countries proposed comprehensive vision tackle systemic racism every one areas marshalling many resources went marshall plan rebuilt europe time douglass plan invest right home make sure dealing things like overincarceration black americans also black solutions entrepreneurship raising 25 target federal government business minorityowned businesses investing hbcus training educating next generation entrepreneurs,believe whats deepened division country conduct president chance change look systemic racism preceded president even defeat u thats need systemic approach dismantle enough take racist policy replace neutral one expect thing get better harm compound way dollar saved compound dollar stolen know generational theft descendant slave part everything housing education health employment basically put u two different country proposed comprehensive vision tackle systemic racism every one area marshalling many resource went marshall plan rebuilt europe time douglas plan invest right home make sure dealing thing like overincarceration black american also black solution entrepreneurship raising 25 target federal government business minorityowned business investing hbcus training educating next generation entrepreneur,17,15,11,13,5,2
HARRIS,"[' Absolutely not. But my plan has been described by activists as being a bold and comprehensive plan that is about ending mass incarceration, about taking the profit out of the criminal justice system. I plan on shutting down for-profit prisons on day one. It will be about what we need to do to hold law enforcement, including prosecutors, accountable. And finally, my plan is about making sure that in America’s criminal justice system we de-incarcerate women and children, that we end solitary confinement, and that we work on keeping families intact. And, as President of the United States, knowing the system from the inside, I will have the ability to be an effective leader and get this job complete.']",absolutely plan described activists bold comprehensive plan ending mass incarceration taking profit criminal justice system plan shutting forprofit prisons day one need hold law enforcement including prosecutors accountable finally plan making sure americas criminal justice system deincarcerate women children end solitary confinement work keeping families intact president states knowing system inside ability effective leader get job complete,absolutely plan described activist bold comprehensive plan ending mass incarceration taking profit criminal justice system plan shutting forprofit prison day one need hold law enforcement including prosecutor accountable finally plan making sure america criminal justice system deincarcerate woman child end solitary confinement work keeping family intact president state knowing system inside ability effective leader get job complete,8,7,12,9,4,2
